work_order_id,tenant_id,property_id,unit_number,trade,urgency,status,description,created_at,resolved_at,resolution_hours,assigned_vendor,predicted_trade,predicted_urgency,ai_confidence,trade_match,urgency_match
WO01684,T0050,P014,133,electrical,medium,resolved,Dryer outlet not providing power,2024-06-25 12:00,2024-06-29 15:23,99.4,V030,electrical,high,0.92,true,false
WO01685,T0124,P002,10,HVAC,medium,open,"Thermostat unresponsive, screen is blank",2024-06-17 11:00,,,,electrical,high,0.9,false,false
WO01686,T0233,P040,164,HVAC,high,in-progress,Vents blowing hot air when AC is set to cool,2025-01-27 17:00,,,V006,HVAC,high,0.95,true,true
WO01687,T0244,P038,147,general,low,resolved,"Bedroom closet door won't close, keeps swinging open",2024-10-30 14:00,2024-11-16 18:04,412.1,V005,general,low,0.98,true,true
WO01688,T0443,P007,147,HVAC,low,resolved,"Heater blowing cold air, thermostat set to 72",2025-01-14 19:00,2025-01-22 16:20,189.3,V018,HVAC,high,0.95,true,false
WO01689,T0382,P021,51,plumbing,low,resolved,"Hot water heater making popping sounds, no hot water",2025-03-23 11:00,2025-04-05 08:31,309.5,V023,plumbing,emergency,0.98,true,false
WO01690,T0412,P010,73,general,low,open,"Cabinet hinge in kitchen broken, door hanging loose",2024-09-01 10:00,,,,general,low,0.95,true,true
WO01691,T0168,P031,16,general,low,resolved,"Front door lock sticking, key requires extreme force",2024-08-10 18:00,2024-08-23 03:08,297.1,V021,general,medium,0.92,true,false
WO01692,T0009,P009,3,HVAC,medium,resolved,AC unit leaking water onto the floor,2024-06-04 10:00,2024-06-13 18:21,224.4,V020,HVAC,high,0.96,true,false
WO01693,T0206,P040,38,plumbing,medium,resolved,Low water pressure throughout entire unit,2024-09-30 07:00,2024-10-06 01:33,138.6,V003,plumbing,high,0.94,true,false
WO01694,T0223,P012,72,plumbing,medium,open,"Dishwasher not draining, standing water at the bottom",2025-04-25 08:00,,,,plumbing,medium,0.95,true,true
WO01695,T0332,P029,76,general,high,open,"Carpet edge pulling up near entryway, tripping hazard",2025-03-28 08:00,,,,general,high,0.9,true,true
WO01696,T0006,P038,148,HVAC,medium,resolved,"HVAC filter clogged, air quality seems poor",2024-07-01 19:00,2024-07-09 23:27,196.5,V006,HVAC,low,0.98,true,false
WO01697,T0074,P049,19,electrical,high,resolved,Ceiling fan making humming noise and spinning slowly,2024-08-20 18:00,2024-08-22 08:24,38.4,V030,electrical,medium,0.93,true,false
WO01698,T0388,P031,126,electrical,medium,resolved,Ceiling fan making humming noise and spinning slowly,2024-09-27 20:00,2024-10-01 14:50,90.8,V007,electrical,medium,0.93,true,true
WO01699,T0497,P032,119,general,emergency,resolved,"Carpet edge pulling up near entryway, tripping hazard",2025-01-07 07:00,2025-01-07 12:16,5.3,V022,general,high,0.9,true,false
WO01700,T0179,P029,59,general,low,resolved,"Bedroom closet door won't close, keeps swinging open",2024-10-18 17:00,2024-11-02 23:25,366.4,V016,general,low,0.98,true,true
WO01701,T0023,P025,55,electrical,high,resolved,Light fixture in bathroom buzzing loudly,2024-10-23 18:00,2024-10-25 14:32,44.5,V008,electrical,medium,0.95,true,false
WO01702,T0116,P018,94,plumbing,high,open,"Dishwasher not draining, standing water at the bottom",2024-08-01 18:00,,,,plumbing,medium,0.9,true,false
WO01703,T0281,P018,4,general,medium,resolved,"Hole in drywall in hallway, about the size of a fist",2024-10-24 20:00,2024-11-02 18:00,214.0,V021,general,low,0.98,true,false
WO01704,T0204,P043,34,general,high,in-progress,Mold spots appearing on bathroom ceiling near vent,2024-08-16 08:00,,,V022,general,high,0.85,true,true
WO01705,T0316,P038,42,general,emergency,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2024-06-07 10:00,2024-06-08 09:20,23.3,V022,general,low,0.99,true,false
WO01706,T0053,P038,86,general,low,in-progress,"Cabinet hinge in kitchen broken, door hanging loose",2024-06-16 14:00,,,V005,general,low,0.99,true,true
WO01707,T0152,P032,24,general,low,in-progress,"Cabinet hinge in kitchen broken, door hanging loose",2024-12-25 07:00,,,V016,general,low,0.99,true,true
WO01708,T0101,P031,71,electrical,low,open,Dryer outlet not providing power,2024-12-04 07:00,,,,electrical,medium,0.95,true,false
WO01709,T0037,P049,50,electrical,low,resolved,Circuit breaker keeps tripping for bedroom circuit,2025-01-12 10:00,2025-01-28 22:16,396.3,V002,electrical,high,0.95,true,false
WO01710,T0217,P029,145,general,low,in-progress,"Front door lock sticking, key requires extreme force",2024-11-25 15:00,,,V022,general,medium,0.9,true,false
WO01711,T0293,P031,129,plumbing,medium,in-progress,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-07-09 10:00,,,V003,plumbing,high,0.95,true,false
WO01712,T0303,P044,3,electrical,medium,resolved,Outlet in kitchen sparks when plugging in appliances,2025-05-30 13:00,2025-06-09 07:43,234.7,V008,electrical,emergency,0.98,true,false
WO01713,T0110,P031,4,plumbing,medium,in-progress,"Bathtub faucet handle broken off, can't turn water off",2025-03-26 07:00,,,V017,plumbing,emergency,0.98,true,false
WO01714,T0371,P010,5,general,high,resolved,"Window seal broken, condensation between panes",2025-04-26 15:00,2025-04-29 12:52,69.9,V022,general,low,0.9,true,false
WO01715,T0223,P012,72,electrical,low,resolved,"Power went out in half the unit, breaker won't reset",2025-01-06 12:00,2025-01-18 22:29,298.5,V002,electrical,emergency,0.98,true,false
WO01716,T0284,P037,71,HVAC,high,in-progress,Vents blowing hot air when AC is set to cool,2025-02-09 11:00,,,V020,HVAC,medium,0.95,true,false
WO01717,T0236,P012,16,general,medium,open,Garage door opener stopped responding to remote,2024-06-26 19:00,,,,general,medium,0.9,true,true
WO01718,T0096,P003,48,HVAC,low,resolved,AC unit leaking water onto the floor,2024-07-16 15:00,2024-07-27 08:09,257.2,V006,HVAC,high,0.92,true,false
WO01719,T0413,P009,49,plumbing,medium,in-progress,Water stain appearing on ceiling — possible leak from unit above,2024-12-02 13:00,,,V023,plumbing,high,0.95,true,false
WO01720,T0124,P002,10,HVAC,high,resolved,Vents blowing hot air when AC is set to cool,2025-05-24 14:00,2025-05-26 05:18,39.3,V011,HVAC,medium,0.95,true,false
WO01721,T0108,P022,49,general,high,open,"Carpet edge pulling up near entryway, tripping hazard",2024-08-08 12:00,,,,general,medium,0.95,true,false
WO01722,T0123,P006,27,HVAC,low,resolved,AC unit leaking water onto the floor,2024-12-10 16:00,2024-12-29 16:46,456.8,V011,HVAC,high,0.95,true,false
WO01723,T0133,P025,33,HVAC,medium,resolved,Vents blowing hot air when AC is set to cool,2025-05-30 09:00,2025-06-03 22:36,109.6,V020,HVAC,medium,0.98,true,true
WO01724,T0445,P027,9,electrical,medium,open,"Power went out in half the unit, breaker won't reset",2025-05-18 09:00,,,,electrical,high,0.98,true,false
WO01725,T0012,P043,19,plumbing,high,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2025-01-03 16:00,2025-01-05 05:36,37.6,V003,plumbing,medium,0.95,true,false
WO01726,T0265,P022,139,electrical,high,in-progress,Flickering lights throughout the apartment,2025-02-09 17:00,,,V002,electrical,medium,0.95,true,false
WO01727,T0310,P016,86,HVAC,low,open,AC unit leaking water onto the floor,2024-11-17 20:00,,,,HVAC,high,0.95,true,false
WO01728,T0165,P032,26,plumbing,medium,in-progress,Garbage disposal jammed and won't turn on,2024-08-04 13:00,,,V001,plumbing,low,0.9,true,false
WO01729,T0469,P010,6,general,medium,resolved,"Intercom/doorbell not working, can't hear buzzer",2025-04-15 08:00,2025-04-19 17:53,105.9,V016,electrical,low,0.85,false,false
WO01730,T0064,P028,81,plumbing,emergency,resolved,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-10-04 10:00,2024-10-05 02:56,16.9,V003,plumbing,high,0.98,true,false
WO01731,T0397,P037,66,general,low,resolved,"Patio door off track, won't slide properly",2024-08-05 14:00,2024-08-18 20:59,319.0,V022,general,low,0.95,true,true
WO01732,T0112,P037,105,HVAC,low,resolved,Loud banging noise every time heat kicks on,2025-05-25 07:00,2025-06-14 15:51,488.9,V018,HVAC,medium,0.9,true,false
WO01733,T0476,P039,12,electrical,medium,open,"Exterior outlet has no power, GFCI keeps tripping",2024-06-02 10:00,,,,electrical,medium,0.95,true,true
WO01734,T0286,P018,64,electrical,emergency,resolved,Outlet in kitchen sparks when plugging in appliances,2024-11-19 16:00,2024-11-20 01:09,9.2,V008,electrical,emergency,0.99,true,true
WO01735,T0070,P029,31,electrical,high,resolved,"Exterior outlet has no power, GFCI keeps tripping",2025-05-29 11:00,2025-06-01 15:24,76.4,V007,electrical,medium,0.95,true,false
WO01736,T0460,P028,56,general,high,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2025-01-29 19:00,2025-02-02 01:37,78.6,V016,general,low,0.98,true,false
WO01737,T0220,P012,49,general,medium,resolved,"Front door lock sticking, key requires extreme force",2025-01-07 20:00,2025-01-11 22:51,98.9,V005,general,high,0.95,true,false
WO01738,T0126,P018,40,general,high,resolved,Mold spots appearing on bathroom ceiling near vent,2025-04-21 20:00,2025-04-25 05:09,81.2,V022,general,high,0.9,true,true
WO01739,T0453,P046,11,electrical,low,resolved,Flickering lights throughout the apartment,2025-03-21 14:00,2025-04-01 07:48,257.8,V030,electrical,medium,0.95,true,false
WO01740,T0331,P036,7,HVAC,high,resolved,Vents blowing hot air when AC is set to cool,2025-05-24 19:00,2025-05-27 12:05,65.1,V018,HVAC,medium,0.98,true,false
WO01741,T0384,P040,15,electrical,low,resolved,Circuit breaker keeps tripping for bedroom circuit,2024-10-10 16:00,2024-10-30 11:04,475.1,V030,electrical,high,0.95,true,false
WO01742,T0018,P042,35,electrical,low,open,Flickering lights throughout the apartment,2025-04-02 18:00,,,,electrical,medium,0.9,true,false
WO01743,T0410,P039,19,HVAC,high,resolved,"Thermostat unresponsive, screen is blank",2024-10-30 10:00,2024-10-31 19:11,33.2,V011,HVAC,high,0.85,true,true
WO01744,T0500,P038,19,electrical,low,open,Circuit breaker keeps tripping for bedroom circuit,2024-08-20 18:00,,,,electrical,high,0.95,true,false
WO01745,T0281,P018,4,plumbing,medium,resolved,Garbage disposal jammed and won't turn on,2025-04-12 11:00,2025-04-19 09:28,166.5,V017,plumbing,low,0.9,true,false
WO01746,T0117,P014,49,electrical,emergency,resolved,"Two light switches not working, bulbs already replaced",2025-05-17 14:00,2025-05-18 01:50,11.8,V007,electrical,medium,0.9,true,false
WO01747,T0071,P003,34,HVAC,low,resolved,"Furnace won't ignite, no heat in unit",2025-02-10 11:00,2025-02-19 21:00,226.0,V011,HVAC,emergency,0.98,true,false
WO01748,T0175,P031,69,general,medium,resolved,Garage door opener stopped responding to remote,2024-07-03 20:00,2024-07-10 10:14,158.2,V016,general,low,0.8,true,false
WO01749,T0466,P021,92,HVAC,high,resolved,Loud banging noise every time heat kicks on,2025-04-29 14:00,2025-04-30 18:09,28.2,V020,HVAC,medium,0.85,true,false
WO01750,T0498,P037,93,electrical,emergency,resolved,Smoke detector chirping every 30 seconds,2025-05-24 08:00,2025-05-25 07:43,23.7,V007,electrical,high,0.9,true,false
WO01751,T0358,P043,30,electrical,medium,resolved,Flickering lights throughout the apartment,2025-01-26 18:00,2025-02-05 14:33,236.6,V008,electrical,medium,0.9,true,true
WO01752,T0201,P007,71,plumbing,low,in-progress,Low water pressure throughout entire unit,2025-05-18 14:00,,,V028,plumbing,medium,0.85,true,false
WO01753,T0138,P016,100,general,high,resolved,"Hole in drywall in hallway, about the size of a fist",2024-06-02 20:00,2024-06-05 16:42,68.7,V022,general,low,0.95,true,false
WO01754,T0079,P012,48,HVAC,medium,open,Loud banging noise every time heat kicks on,2024-07-01 16:00,,,,HVAC,medium,0.85,true,true
WO01755,T0451,P005,80,HVAC,medium,resolved,"HVAC filter clogged, air quality seems poor",2024-06-04 08:00,2024-06-10 06:20,142.3,V013,HVAC,low,0.9,true,false
WO01756,T0462,P021,65,electrical,medium,resolved,Smoke detector chirping every 30 seconds,2024-10-21 12:00,2024-10-27 23:52,155.9,V030,electrical,high,0.9,true,false
WO01757,T0166,P021,26,electrical,low,resolved,"Exterior outlet has no power, GFCI keeps tripping",2024-11-28 08:00,2024-12-19 05:02,501.0,V007,electrical,medium,0.95,true,false
WO01758,T0131,P002,90,general,medium,open,"Front door lock sticking, key requires extreme force",2024-12-15 15:00,,,,general,medium,0.9,true,true
WO01759,T0229,P028,130,electrical,medium,resolved,Dryer outlet not providing power,2024-08-07 11:00,2024-08-15 05:47,186.8,V008,electrical,high,0.9,true,false
WO01760,T0037,P049,50,general,medium,in-progress,"Window seal broken, condensation between panes",2024-08-18 09:00,,,V021,general,low,0.85,true,false
WO01761,T0442,P012,119,electrical,high,resolved,Light fixture in bathroom buzzing loudly,2025-04-10 14:00,2025-04-14 09:10,91.2,V002,electrical,medium,0.95,true,false
WO01762,T0074,P049,19,HVAC,high,resolved,Loud banging noise every time heat kicks on,2025-01-05 07:00,2025-01-07 19:54,60.9,V011,HVAC,medium,0.85,true,false
WO01763,T0429,P032,76,electrical,low,resolved,Circuit breaker keeps tripping for bedroom circuit,2025-01-18 07:00,2025-02-07 16:59,490.0,V030,electrical,high,0.98,true,false
WO01764,T0100,P012,12,plumbing,low,in-progress,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-08-18 10:00,,,V028,plumbing,high,0.99,true,false
WO01765,T0330,P016,101,general,emergency,open,Mold spots appearing on bathroom ceiling near vent,2024-06-25 15:00,,,,general,high,0.8,true,false
WO01766,T0314,P032,47,HVAC,emergency,resolved,"Furnace won't ignite, no heat in unit",2024-07-06 10:00,2024-07-06 18:12,8.2,V020,HVAC,emergency,0.99,true,true
WO01767,T0007,P029,188,general,medium,resolved,Garage door opener stopped responding to remote,2025-04-02 14:00,2025-04-11 15:49,217.8,V022,general,low,0.9,true,false
WO01768,T0070,P029,31,electrical,medium,in-progress,Flickering lights throughout the apartment,2024-07-27 10:00,,,V008,electrical,high,0.95,true,false
WO01769,T0200,P014,38,electrical,medium,in-progress,Outlet in kitchen sparks when plugging in appliances,2025-01-24 10:00,,,V008,electrical,emergency,0.99,true,false
WO01770,T0386,P028,87,general,low,resolved,"Carpet edge pulling up near entryway, tripping hazard",2024-06-08 16:00,2024-06-20 04:08,276.1,V016,general,medium,0.9,true,false
WO01771,T0294,P034,11,electrical,medium,resolved,Light fixture in bathroom buzzing loudly,2025-04-18 19:00,2025-04-25 15:08,164.1,V007,electrical,medium,0.95,true,true
WO01772,T0337,P032,86,general,emergency,resolved,"Bedroom closet door won't close, keeps swinging open",2024-10-17 09:00,2024-10-18 01:27,16.5,V005,general,low,0.95,true,false
WO01773,T0411,P040,177,HVAC,low,resolved,Loud banging noise every time heat kicks on,2025-04-04 19:00,2025-04-13 18:00,215.0,V020,HVAC,medium,0.85,true,false
WO01774,T0144,P003,35,plumbing,medium,resolved,"Shower drain completely clogged, water backing up",2024-06-21 10:00,2024-06-25 02:11,88.2,V023,plumbing,high,0.98,true,false
WO01775,T0341,P040,158,general,medium,resolved,Garage door opener stopped responding to remote,2024-12-03 16:00,2024-12-09 05:22,133.4,V005,general,low,0.9,true,false
WO01776,T0337,P032,86,electrical,emergency,resolved,Flickering lights throughout the apartment,2025-05-18 15:00,2025-05-19 08:59,18.0,V007,electrical,high,0.95,true,false
WO01777,T0002,P021,42,HVAC,low,in-progress,Loud banging noise every time heat kicks on,2024-12-20 18:00,,,V020,HVAC,medium,0.85,true,false
WO01778,T0413,P009,49,electrical,high,resolved,"Power went out in half the unit, breaker won't reset",2025-04-28 19:00,2025-04-30 10:49,39.8,V030,electrical,emergency,0.99,true,false
WO01779,T0016,P038,94,electrical,medium,resolved,Light fixture in bathroom buzzing loudly,2024-10-22 09:00,2024-10-28 14:09,149.2,V030,electrical,medium,0.95,true,true
WO01780,T0150,P027,13,HVAC,high,resolved,AC not cooling below 78 even on max setting,2025-05-25 07:00,2025-05-27 10:38,51.6,V011,HVAC,high,0.95,true,true
WO01781,T0432,P023,32,HVAC,medium,resolved,"Heater blowing cold air, thermostat set to 72",2024-12-08 08:00,2024-12-18 04:55,236.9,V020,HVAC,high,0.95,true,false
WO01782,T0473,P029,120,plumbing,medium,resolved,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-08-15 13:00,2024-08-24 07:19,210.3,V017,plumbing,high,0.98,true,false
WO01783,T0289,P041,1,electrical,medium,resolved,Outlet in kitchen sparks when plugging in appliances,2025-01-02 09:00,2025-01-07 00:34,111.6,V030,electrical,emergency,0.99,true,false
WO01784,T0372,P014,114,HVAC,high,resolved,AC unit leaking water onto the floor,2025-04-16 15:00,2025-04-20 11:06,92.1,V006,HVAC,high,0.95,true,true
WO01785,T0078,P029,137,HVAC,high,resolved,Vents blowing hot air when AC is set to cool,2024-06-29 07:00,2024-07-02 10:00,75.0,V018,HVAC,high,0.98,true,true
WO01786,T0162,P002,126,electrical,low,resolved,"Exterior outlet has no power, GFCI keeps tripping",2024-06-29 17:00,2024-07-19 03:33,466.6,V008,electrical,medium,0.95,true,false
WO01787,T0415,P028,46,general,low,resolved,"Bedroom closet door won't close, keeps swinging open",2024-07-07 17:00,2024-07-25 18:47,433.8,V022,general,low,0.95,true,true
WO01788,T0255,P015,24,electrical,medium,resolved,Circuit breaker keeps tripping for bedroom circuit,2025-03-06 15:00,2025-03-13 23:53,176.9,V002,electrical,high,0.98,true,false
WO01789,T0432,P023,32,general,medium,resolved,"Window seal broken, condensation between panes",2024-11-28 16:00,2024-12-02 02:53,82.9,V022,general,low,0.9,true,false
WO01790,T0309,P038,90,plumbing,medium,in-progress,"Dishwasher not draining, standing water at the bottom",2025-04-08 19:00,,,V023,plumbing,medium,0.95,true,true
WO01791,T0086,P040,18,general,low,in-progress,"Bedroom closet door won't close, keeps swinging open",2025-03-09 15:00,,,V022,general,low,0.95,true,true
WO01792,T0211,P002,99,HVAC,medium,resolved,"AC unit making grinding noise, unit is 85 degrees",2025-05-17 14:00,2025-05-23 08:57,139.0,V011,HVAC,emergency,0.95,true,false
WO01793,T0122,P012,101,general,medium,in-progress,"Intercom/doorbell not working, can't hear buzzer",2024-06-15 17:00,,,V021,electrical,low,0.9,false,false
WO01794,T0378,P037,20,plumbing,medium,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2024-08-19 16:00,2024-08-27 04:42,180.7,V028,plumbing,medium,0.95,true,true
WO01795,T0268,P031,46,general,low,resolved,"Window seal broken, condensation between panes",2025-02-17 19:00,2025-02-26 15:57,213.0,V005,general,low,0.9,true,true
WO01796,T0333,P014,153,general,emergency,resolved,"Intercom/doorbell not working, can't hear buzzer",2024-06-19 20:00,2024-06-20 00:57,5.0,V022,electrical,low,0.9,false,false
WO01797,T0301,P040,174,HVAC,high,resolved,Vents blowing hot air when AC is set to cool,2025-03-12 09:00,2025-03-14 12:54,51.9,V020,HVAC,high,0.98,true,true
WO01798,T0458,P021,95,HVAC,high,resolved,Loud banging noise every time heat kicks on,2025-05-06 20:00,2025-05-09 03:26,55.4,V013,HVAC,medium,0.9,true,false
WO01799,T0312,P019,20,general,low,in-progress,Mold spots appearing on bathroom ceiling near vent,2024-06-23 13:00,,,V022,general,high,0.9,true,false
WO01800,T0168,P031,16,general,medium,resolved,"Carpet edge pulling up near entryway, tripping hazard",2024-09-24 10:00,2024-09-29 18:50,128.8,V022,general,medium,0.95,true,true
WO01801,T0007,P029,188,general,medium,resolved,"Patio door off track, won't slide properly",2025-05-03 10:00,2025-05-07 02:49,88.8,V021,general,medium,0.95,true,true
WO01802,T0175,P031,69,plumbing,medium,resolved,"Bathtub faucet handle broken off, can't turn water off",2025-05-13 07:00,2025-05-18 19:03,132.1,V001,plumbing,emergency,0.98,true,false
WO01803,T0269,P032,16,general,medium,resolved,"Hole in drywall in hallway, about the size of a fist",2025-02-20 11:00,2025-02-28 10:25,191.4,V021,general,low,0.95,true,false
WO01804,T0135,P007,158,plumbing,medium,resolved,"Dishwasher not draining, standing water at the bottom",2024-09-16 08:00,2024-09-26 03:16,235.3,V017,plumbing,medium,0.92,true,true
WO01805,T0033,P007,69,electrical,low,resolved,Circuit breaker keeps tripping for bedroom circuit,2024-08-18 10:00,2024-09-08 02:31,496.5,V008,electrical,high,0.96,true,false
WO01806,T0436,P032,29,plumbing,high,resolved,"Bathtub faucet handle broken off, can't turn water off",2024-07-29 12:00,2024-08-01 09:12,69.2,V023,plumbing,emergency,0.98,true,false
WO01807,T0420,P012,134,plumbing,medium,resolved,"Bathtub faucet handle broken off, can't turn water off",2025-01-17 16:00,2025-01-23 18:59,147.0,V001,plumbing,emergency,0.98,true,false
WO01808,T0448,P040,149,HVAC,high,resolved,"Furnace won't ignite, no heat in unit",2024-11-30 13:00,2024-12-03 01:53,60.9,V013,HVAC,high,0.97,true,true
WO01809,T0211,P002,99,general,medium,in-progress,"Hole in drywall in hallway, about the size of a fist",2025-01-03 18:00,,,V022,general,low,0.95,true,false
WO01810,T0489,P045,34,electrical,low,open,"Power went out in half the unit, breaker won't reset",2024-08-08 16:00,,,,electrical,emergency,0.98,true,false
WO01811,T0164,P048,16,general,high,resolved,"Hole in drywall in hallway, about the size of a fist",2024-07-31 12:00,2024-08-03 05:55,65.9,V022,general,low,0.95,true,false
WO01812,T0188,P028,161,general,medium,in-progress,"Patio door off track, won't slide properly",2025-05-06 14:00,,,V016,general,medium,0.95,true,true
WO01813,T0054,P037,127,general,low,resolved,"Hole in drywall in hallway, about the size of a fist",2025-05-30 07:00,2025-06-08 04:55,213.9,V005,general,low,0.95,true,true
WO01814,T0170,P003,23,electrical,low,resolved,"Two light switches not working, bulbs already replaced",2024-09-25 10:00,2024-10-04 20:49,226.8,V002,electrical,medium,0.94,true,false
WO01815,T0193,P002,1,electrical,emergency,in-progress,Flickering lights throughout the apartment,2025-03-03 10:00,,,V030,electrical,high,0.96,true,false
WO01816,T0409,P018,21,general,emergency,resolved,"Hole in drywall in hallway, about the size of a fist",2024-11-01 11:00,2024-11-02 06:33,19.6,V022,general,low,0.95,true,false
WO01817,T0364,P037,143,electrical,medium,resolved,Ceiling fan making humming noise and spinning slowly,2025-04-20 16:00,2025-04-26 03:55,131.9,V008,electrical,low,0.88,true,false
WO01818,T0333,P014,153,plumbing,low,resolved,Water stain appearing on ceiling — possible leak from unit above,2024-07-29 13:00,2024-08-06 10:23,189.4,V001,plumbing,high,0.95,true,false
WO01819,T0173,P042,36,plumbing,low,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2025-02-18 17:00,2025-02-27 00:35,199.6,V028,plumbing,medium,0.96,true,false
WO01820,T0283,P022,20,plumbing,medium,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2024-09-25 19:00,2024-10-04 03:13,200.2,V017,plumbing,medium,0.96,true,true
WO01821,T0342,P037,78,general,medium,resolved,"Intercom/doorbell not working, can't hear buzzer",2024-10-09 20:00,2024-10-16 18:29,166.5,V022,electrical,medium,0.95,false,true
WO01822,T0416,P007,165,general,high,resolved,"Patio door off track, won't slide properly",2025-03-30 19:00,2025-04-02 22:45,75.8,V016,general,medium,0.98,true,false
WO01823,T0275,P045,27,general,high,resolved,"Hole in drywall in hallway, about the size of a fist",2024-09-12 19:00,2024-09-16 14:15,91.3,V016,general,low,0.95,true,false
WO01824,T0218,P010,43,electrical,low,resolved,Light fixture in bathroom buzzing loudly,2025-04-27 16:00,2025-05-10 01:10,297.2,V007,electrical,medium,0.9,true,false
WO01825,T0060,P003,1,HVAC,medium,resolved,"Heater blowing cold air, thermostat set to 72",2025-04-04 18:00,2025-04-10 09:25,135.4,V018,HVAC,high,0.95,true,false
WO01826,T0212,P028,94,general,low,open,Mold spots appearing on bathroom ceiling near vent,2024-12-19 10:00,,,,general,high,0.85,true,false
WO01827,T0143,P050,77,HVAC,low,resolved,"HVAC filter clogged, air quality seems poor",2024-08-05 09:00,2024-08-21 21:29,396.5,V011,HVAC,low,0.95,true,true
WO01828,T0138,P016,100,plumbing,emergency,resolved,"Bathtub faucet handle broken off, can't turn water off",2025-01-03 15:00,2025-01-03 22:10,7.2,V023,plumbing,emergency,0.98,true,true
WO01829,T0250,P005,36,electrical,medium,open,"Exterior outlet has no power, GFCI keeps tripping",2025-01-18 16:00,,,,electrical,high,0.95,true,false
WO01830,T0037,P049,50,electrical,high,in-progress,Smoke detector chirping every 30 seconds,2024-08-01 11:00,,,V008,electrical,high,0.9,true,true
WO01831,T0014,P050,15,HVAC,high,resolved,Strange burning smell coming from air vents,2024-07-03 14:00,2024-07-05 11:53,45.9,V018,HVAC,emergency,0.98,true,false
WO01832,T0465,P018,96,electrical,medium,in-progress,Smoke detector chirping every 30 seconds,2024-06-27 08:00,,,V030,electrical,high,0.9,true,false
WO01833,T0127,P009,65,general,low,resolved,"Window seal broken, condensation between panes",2025-03-18 16:00,2025-04-05 14:51,430.9,V021,general,low,0.9,true,true
WO01834,T0377,P012,68,general,low,resolved,Mold spots appearing on bathroom ceiling near vent,2025-03-26 19:00,2025-04-05 00:04,221.1,V016,general,high,0.85,true,false
WO01835,T0249,P025,38,general,medium,resolved,"Window seal broken, condensation between panes",2024-10-31 16:00,2024-11-03 23:33,79.6,V016,general,low,0.9,true,false
WO01836,T0475,P032,97,electrical,emergency,in-progress,Ceiling fan making humming noise and spinning slowly,2024-11-23 08:00,,,V007,electrical,medium,0.85,true,false
WO01837,T0426,P016,10,electrical,low,resolved,Flickering lights throughout the apartment,2025-03-09 13:00,2025-03-23 06:39,329.7,V007,electrical,high,0.95,true,false
WO01838,T0274,P007,10,HVAC,medium,in-progress,AC not cooling below 78 even on max setting,2024-09-28 08:00,,,V013,HVAC,medium,0.9,true,true
WO01839,T0474,P020,21,electrical,high,resolved,Circuit breaker keeps tripping for bedroom circuit,2024-12-09 17:00,2024-12-12 03:43,58.7,V007,electrical,high,0.98,true,true
WO01840,T0077,P037,36,electrical,high,in-progress,Light fixture in bathroom buzzing loudly,2025-01-21 15:00,,,V030,electrical,medium,0.9,true,false
WO01841,T0302,P002,116,electrical,high,open,Outlet in kitchen sparks when plugging in appliances,2024-10-27 07:00,,,,electrical,emergency,0.98,true,false
WO01842,T0299,P012,11,electrical,high,resolved,Smoke detector chirping every 30 seconds,2025-01-04 08:00,2025-01-06 20:59,61.0,V002,electrical,medium,0.95,true,false
WO01843,T0358,P043,30,electrical,medium,open,Dryer outlet not providing power,2025-02-01 10:00,,,,electrical,high,0.92,true,false
WO01844,T0044,P021,66,electrical,high,open,Circuit breaker keeps tripping for bedroom circuit,2024-07-04 11:00,,,,electrical,high,0.96,true,true
WO01845,T0118,P012,128,general,medium,resolved,"Window seal broken, condensation between panes",2024-06-08 14:00,2024-06-17 04:08,206.1,V005,general,low,0.85,true,false
WO01846,T0281,P018,4,general,high,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2025-04-20 15:00,2025-04-22 14:02,47.0,V021,general,low,0.95,true,false
WO01847,T0066,P048,1,electrical,low,resolved,Smoke detector chirping every 30 seconds,2025-04-25 15:00,2025-05-11 17:58,387.0,V002,electrical,medium,0.95,true,false
WO01848,T0074,P049,19,general,low,resolved,"Hole in drywall in hallway, about the size of a fist",2024-07-07 12:00,2024-07-27 16:32,484.5,V016,general,low,0.9,true,true
WO01849,T0362,P001,3,HVAC,emergency,open,"HVAC filter clogged, air quality seems poor",2024-09-08 07:00,,,,HVAC,medium,0.9,true,false
WO01850,T0095,P040,24,general,low,resolved,Mold spots appearing on bathroom ceiling near vent,2025-05-23 07:00,2025-06-08 17:53,394.9,V016,general,high,0.88,true,false
WO01851,T0087,P012,13,electrical,medium,open,"Two light switches not working, bulbs already replaced",2024-06-14 13:00,,,,electrical,medium,0.92,true,true
WO01852,T0210,P024,28,general,emergency,in-progress,"Bedroom closet door won't close, keeps swinging open",2024-11-11 18:00,,,V016,general,low,0.9,true,false
